Rwanda,"14,300","6,113","20,413","16,441","7,154","23,595","24,541","12,638","37,179"
Saint Barthelemy,41,17,58,54,28,82,8,10,18
Saint Kitts and Nevis,356,258,614,375,298,673,322,246,568
Saint Lucia,"1,053",790,"1,843",980,859,"1,839",906,730,"1,636"
Saint Martin,36,38,74,31,7,38,90,19,109
Saint Vincent and the Grenadines,516,369,885,487,384,871,452,311,763
Samoa,185,275,460,159,248,407,139,178,317
San Marino,13,5,18,15,6,21,19,7,26
Sao Tome and Principe,24,28,52,28,43,71,35,36,71
Saudi Arabia,"12,701","16,427","29,128","14,912","21,095","36,007","20,239","24,975","45,214"
Senegal,"20,159","6,267","26,426","39,759","7,815","47,574","32,946","6,395","39,341"
Serbia,"12,431","9,433","21,864","19,146","14,364","33,510","15,693","11,692","27,385"
Seychelles,130,88,218,131,121,252,148,131,279
Sierra Leone,"216,873","16,646","233,519","265,032","19,173","284,205","479,195","31,925","511,120"
Singapore,"2,773","2,657","5,430","2,895","2,787","5,682","3,066","2,885","5,951"
Sint Maarten,92,76,168,106,98,204,92,84,176
Slovakia,"4,515","2,928","7,443","4,876","3,324","8,200","4,742","3,011","7,753"
Slovenia,756,535,"1,291",970,733,"1,703",993,742,"1,735"
Solomon Islands,32,23,55,27,26,53,63,29,92
Somalia,"9,807","3,981","13,788","8,899","3,879","12,778","13,447","4,124","17,571"
South Africa,"21,269","26,403","47,672","24,679","31,677","56,356","23,589","28,579","52,168"
South Sudan,496,287,783,574,353,927,804,460,"1,264"
Spain,"9,381","6,251","15,632","14,308","10,100","24,408","14,866","10,233","25,099"
Sri Lanka,"52,052","50,479","102,531","45,119","46,142","91,261","53,808","54,181","107,989"
St. Pierre and Miquelon,21,13,34,15,14,29,7,2,9
Sudan,"72,108","41,487","113,595","79,811","49,626","129,437","170,423","82,325","252,748"
Suriname,462,514,976,467,580,"1,047",424,460,884
Svalbard,14,6,20,9,4,13,14,4,18
Swaziland,196,159,355,208,162,370,182,144,326
Sweden,"6,748","4,976","11,724","7,574","5,555","13,129","7,161","5,224","12,385"
Switzerland,"6,865","4,704","11,569","7,732","5,418","13,150","7,263","5,037","12,300"
Syria,"8,649","13,155","21,804","12,800","20,676","33,476","19,700","30,959","50,659"
Taiwan,"22,944","18,811","41,755","24,157","20,006","44,163","25,056","19,628","44,684"
Tajikistan,"10,462","14,027","24,489","12,194","16,568","28,762","14,426","20,246","34,672"
Tanzania,"6,528","5,483","12,011","5,825","5,045","10,870","5,926","4,992","10,918"
Thailand,"5,391","2,796","8,187","5,726","2,971","8,697","5,334","2,818","8,152"
Timor-Leste,25,41,66,29,43,72,37,38,75
Togo,"52,306","12,273","64,579","64,980","15,450","80,430","97,329","20,419","117,748"
Tokelau,19,10,29,13,5,18,9,1,10
Tonga,606,"1,020","1,626",521,823,"1,344",584,865,"1,449"
Trinidad and Tobago,"7,238","7,264","14,502","7,378","7,725","15,103","7,272","7,076","14,348"
Tunisia,"5,530","2,822","8,352","5,080","3,442","8,522","7,209","4,488","11,697"
Turkey,"138,832","89,177","228,009","152,074","107,246","259,320","157,780","96,880","254,660"
Turkmenistan,"4,664","5,222","9,886","5,460","6,172","11,632","5,763","6,203","11,966"
Tuvalu,9,22,31,12,29,41,16,19,35
Uganda,"17,250","10,452","27,702","18,871","11,151","30,022","24,060","13,446","37,506"
Ukraine,"852,856","379,450","1,232,306","865,438","389,691","1,255,129","887,577","387,181","1,274,758"
United Arab Emirates,"5,947","6,097","12,044","6,518","6,839","13,357","7,649","8,047","15,696"
Uruguay,856,898,"1,754",966,965,"1,931","1,011",972,"1,983"
Uzbekistan,"293,543","360,784","654,327","690,503","503,154","1,193,657","833,998","553,422","1,387,420"
Vanuatu,69,64,133,86,86,172,34,45,79
Vatican City,19,18,37,25,21,46,26,28,54
Venezuela,"39,918","54,917","94,835","47,539","68,659","116,198","51,963","72,570","124,533"
Wallis and Futuna,14,14,28,16,6,22,7,2,9
Western Sahara,,,0,39,17,56,32,10,42
Yemen,"17,670","10,369","28,039","27,254","13,708","40,962","51,748","24,315","76,063"
Zambia,"2,799","2,874","5,673","2,561","2,706","5,267","2,561","2,510","5,071"
Zimbabwe,"4,895","5,205","10,100","4,802","5,372","10,174","4,971","5,456","10,427"
Grand Total,"7,941,332","4,636,023","12,577,355","9,374,191","5,259,576","14,633,971","9,399,747","5,018,316","14,418,063"
